,observation,action,reward,next_observation,done
0,"[ 0.   0.   1.   0.   1.   1.   1.   1.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.  -0.6  0.1]",5,-3.5,"[ 0.   0.   0.   1.   1.   0.   1.   0.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.5  0. ]",False
1,"[ 0.   0.   0.   1.   1.   0.   1.   0.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.5  0. ]",3,-3.0,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   1.   1.   1.
  1.   1.   0.   1.   1.   0.   0.   0.   1.   1.  -0.4  0. ]",False
2,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   1.   1.   1.
  1.   1.   0.   1.   1.   0.   0.   0.   1.   1.  -0.4  0. ]",3,-2.5,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   1.   0.   1.   1.   1.   1.   0.   1.   1.  -0.3  0. ]",False
3,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   1.   0.   1.   1.   1.   1.   0.   1.   1.  -0.3  0. ]",3,-2.0,"[ 0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   1.   0.   1.   1.  -0.2  0. ]",False
4,"[ 0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   1.   0.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   1.   1.   1.   1.   0.   0.   3.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
5,"[ 1.   1.   1.   1.   1.   0.   0.   3.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",3,20,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 0.]",True
6,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.  -0.6]",1,-3.5,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.5]",False
7,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.5]",2,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1 -0.4]",False
8,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1 -0.4]",1,-2.58113883008419,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   1.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.3]",False
9,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   1.   0.   0.   0.   0.   1.   1.   1.   0.  -0.1 -0.3]",1,-2.118033988749895,"[ 0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   1.   0.   0.   0.   0.   1.   1.   1.  -0.1 -0.2]",False
10,"[ 0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   1.   0.   0.   0.   0.   1.   1.   1.  -0.1 -0.2]",3,-2.0,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   0.   0.   0.  -0.2]",False
11,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   0.   0.   0.  -0.2]",1,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.
  0.   1.   1.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1]",False
12,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.
  0.   1.   1.   0.   0.   0.   1.   1.   1.   0.   0.  -0.1]",1,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1.
 0. 0.]",True
13,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.6]",5,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
14,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
15,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
16,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
17,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",1,-4.354101966249685,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.6]",False
18,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.6]",5,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
19,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
20,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
21,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
22,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",5,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
23,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
24,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",5,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
25,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
26,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",1,-4.354101966249685,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.6]",False
27,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.6]",5,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
28,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
29,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
30,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
31,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
32,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
33,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
34,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
35,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
36,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
37,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
38,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
39,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",5,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
40,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
41,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
42,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
43,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
44,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
45,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
46,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
47,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
48,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
49,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
50,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
51,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
52,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
53,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
54,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
55,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
56,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",3,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
57,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
58,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
59,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",3,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
60,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
61,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",4,-3.23606797749979,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",False
62,"[ 0.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.4]",2,-3.9154759474226504,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",False
63,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.5]",3,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
64,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
65,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
66,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
67,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
68,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
69,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
70,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
71,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
72,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
73,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",2,-3.692582403567252,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.5]",False
