,observation,action,reward,next_observation,done
3143,"[ 1.   1.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5  0.2]",5,-3.0615528128088303,"[ 0.   0.   0.   0.   0.   1.   2.   0.   0.   0.   3.   0.   0.   0.
  0.   2.   0.   0.   3.   0.   0.   0.   0.   0.  -0.4  0.1]",False
3144,"[ 0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   1.   1.   0.   0.
  0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.1 -0.1]",2,25,"[1. 0. 0. 0. 0. 1. 1. 1. 2. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
3145,"[ 0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   3.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",False
3146,"[ 0.   0.   0.   0.   0.   1.   2.   0.   0.   0.   3.   0.   0.   0.
  0.   2.   0.   0.   3.   0.   0.   0.   0.   0.  -0.4  0.1]",5,-2.5,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   0.   0.   0.   3.   1.  -0.3  0. ]",False
3147,"[ 0.   0.   3.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.4]",5,-2.5,"[1.  1.  0.  0.  2.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",False
3148,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   0.   0.   0.   3.   1.  -0.3  0. ]",0,-2.118033988749895,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   2.   0.   3.   0.   0.   0.   0.  -0.2  0.1]",False
3149,"[1.  1.  0.  0.  2.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",5,-2.118033988749895,"[0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.  2.  0.  0.
 3.  0.  0.  0.  0.  0.  0.1 0.2]",False
3150,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   0.   2.   0.   3.   0.   0.   0.   0.  -0.2  0.1]",5,-1.5,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",False
3151,"[0.  0.  2.  0.  0.  1.  0.  0.  0.  0.  3.  0.  0.  0.  0.  2.  0.  0.
 3.  0.  0.  0.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  0.  0.  0.  0.
 1.  0.  0.  0.  0.  1.  0.  0.1]",False
3152,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1  0. ]",0,-1.5,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  2.
 0.  0.  0.  0.  0.  0.  0.  0.1]",False
3153,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  0.  0.  0.  0.
 1.  0.  0.  0.  0.  1.  0.  0.1]",6,25,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 2. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 0.]",True
3154,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  2.
 0.  0.  0.  0.  0.  0.  0.  0.1]",6,25,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 2. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 0. 0.]",True
3155,"[ 0.   0.   0.   0.   1.   0.   3.   0.   0.   1.   0.   3.   0.   1.
  3.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.1]",1,25,"[0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 2. 0. 1. 3. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",True
3156,"[ 1.   3.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.4  0. ]",5,-2.58113883008419,"[ 0.   3.   2.   0.   1.   3.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   1.   1.   1.   1.   1.  -0.3 -0.1]",False
3157,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.7 0.4]",7,-4.354101966249685,"[1.  1.  1.  1.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.6 0.3]",False
3158,"[ 0.   3.   2.   0.   1.   3.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   2.   0.   0.   1.   1.   1.   1.   1.   1.  -0.3 -0.1]",0,-2.0,"[ 0.   0.   3.   0.   0.   0.   0.   3.   0.   0.   1.   3.   0.   0.
  1.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.2  0. ]",False
3159,"[1.  1.  1.  1.  1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.6 0.3]",7,-3.692582403567252,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  1.  0.  0.  0.5 0.2]",False
3160,"[ 0.   0.   3.   0.   0.   0.   0.   3.   0.   0.   1.   3.   0.   0.
  1.   0.   0.   2.   0.   0.   0.   0.   0.   0.  -0.2  0. ]",5,-1.7071067811865475,"[ 0.   0.   0.   0.   1.   0.   3.   0.   0.   1.   0.   3.   0.   1.
  3.   2.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1 -0.1]",False
3161,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  1.  0.  0.  0.5 0.2]",7,-3.0615528128088303,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
 0.  1.  1.  0.  0.  3.  0.4 0.1]",False
3162,"[ 0.   0.   0.   0.   1.   0.   3.   0.   0.   1.   0.   3.   0.   1.
  3.   2.   0.   0.   1.   0.   0.   0.   0.   1.  -0.1 -0.1]",0,25,"[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 0. 1. 3. 0. 0. 0.
 0. 0.]",True
3163,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.
 0.  1.  1.  0.  0.  3.  0.4 0.1]",7,-2.5,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  3.
 0.  0.  0.  0.  3.  2.  0.3 0. ]",False
3164,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  3.
 0.  0.  0.  0.  3.  2.  0.3 0. ]",4,-2.0,"[0.  0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  3.  0.  0.  0.  0.  3.
 0.  1.  1.  3.  0.  0.  0.2 0. ]",False
3165,"[0.  0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  3.  0.  0.  0.  0.  3.
 0.  1.  1.  3.  0.  0.  0.2 0. ]",7,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   2.   3.   0.   0.   0.   0.   0.   0.
  1.   3.   0.   0.   0.   1.   0.   0.   0.   0.   0.1 -0.1]",False
3166,"[ 0.   0.   0.   0.   0.   0.   2.   3.   0.   0.   0.   0.   0.   0.
  1.   3.   0.   0.   0.   1.   0.   0.   0.   0.   0.1 -0.1]",2,25,"[1. 0. 0. 3. 0. 0. 0. 0. 2. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
3167,"[ 0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   3.   1.   0.   0.   0.   1.   1.   0.  -0.2  0.4]",5,-2.58113883008419,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   3.   1.   0.   0.  -0.1  0.3]",False
3168,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.9 -0.3]",3,-5.272001872658765,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   1.   1.   1.   1.   1.  -0.8 -0.3]",False
3169,"[1.  1.  0.  0.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  1.  1.  0.  0.
 0.  1.  1.  0.  0.  0.  0.  0.3]",6,-2.0,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  2.  0.  3.  1.  0.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.2]",False
3170,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   0.   3.   1.   0.   0.  -0.1  0.3]",5,-2.0,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  3.  0.  0.  3.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",False
3171,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   1.   1.   1.   1.   1.  -0.8 -0.3]",3,-4.807886552931954,"[ 1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.7 -0.3]",False
3172,"[1.  0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  2.  0.  3.  1.  0.  0.  0.
 1.  1.  0.  0.  0.  1.  0.  0.2]",6,-1.5,"[0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  2.  3.  1.  0.  0.  0.  1.
 1.  0.  0.  0.  1.  1.  0.  0.1]",False
3173,"[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  3.  0.  0.  3.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",7,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   0.   2.   0.   3.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0.1]",False
3174,"[ 1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.7 -0.3]",3,-4.354101966249685,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.6 -0.3]",False
3175,"[0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  2.  3.  1.  0.  0.  0.  1.
 1.  0.  0.  0.  1.  1.  0.  0.1]",6,25,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0.
 0. 0.]",True
3176,"[ 1.   1.   1.   1.   1.   0.   2.   0.   3.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0.1]",5,25,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
3177,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.6 -0.3]",3,-3.9154759474226504,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   1.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.3]",False
3178,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   1.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.5 -0.3]",0,-3.23606797749979,"[ 0.   0.   0.   0.   0.   3.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4 -0.2]",False
3179,"[ 0.   0.   0.   0.   0.   3.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   2.   0.   0.   0.   0.   0.   0.  -0.4 -0.2]",3,-2.802775637731995,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   1.   0.   0.
  1.   1.   2.   0.   0.   1.   1.   0.   0.   0.  -0.3 -0.2]",False
3180,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   1.   0.   0.
  1.   1.   2.   0.   0.   1.   1.   0.   0.   0.  -0.3 -0.2]",0,-2.118033988749895,"[ 0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   1.   2.   0.   0.   1.   1.   0.   0.  -0.2 -0.1]",False
3181,"[ 0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   1.   2.   0.   0.   1.   1.   0.   0.  -0.2 -0.1]",0,-1.5,"[ 1.   1.   1.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   0.   3.   1.   0.  -0.1  0. ]",False
3182,"[ 1.   1.   1.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   0.   3.   1.   0.  -0.1  0. ]",7,-2.118033988749895,"[ 0.   3.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   1.   0.   0.   0.   1.   1.   0.   0.  -0.2 -0.1]",False
3183,"[ 0.   3.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   1.   0.   0.   0.   1.   1.   0.   0.  -0.2 -0.1]",3,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   3.   1.   0.   0.  -0.1 -0.1]",False
3184,"[ 1.   1.   1.   1.   1.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   3.   1.   0.   0.  -0.1 -0.1]",0,25,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
3185,"[ 0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   0.
  0.   1.   0.   0.   0.   2.   0.   0.   0.   0.   0.  -0.3]",0,-2.118033988749895,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   3.
  3.   0.   1.   2.   0.   0.   0.   1.   0.   0.   0.1 -0.2]",False
3186,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.8 -0.1]",3,-4.535533905932738,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   1.   1.   1.   1.   1.  -0.7 -0.1]",False
3187,"[ 0.   3.   0.   1.   2.   0.   0.   0.   1.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.3]",6,-2.802775637731995,"[ 3.   0.   1.   2.   0.   0.   0.   1.   0.   0.   0.   2.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.2]",False
3188,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   3.
  3.   0.   1.   2.   0.   0.   0.   1.   0.   0.   0.1 -0.2]",0,-2.118033988749895,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   3.   0.   1.   0.   0.2 -0.1]",False
3189,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   1.   1.   1.   1.   1.  -0.7 -0.1]",3,-4.041381265149109,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.6 -0.1]",False
3190,"[ 3.   0.   1.   2.   0.   0.   0.   1.   0.   0.   0.   2.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.2]",5,-2.118033988749895,"[ 0.   2.   0.   3.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.1]",False
3191,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   2.   0.   0.   3.   0.   1.   0.   0.2 -0.1]",4,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   1.   0.   0.   0.   0.   1.   2.   0.1 -0.1]",False
3192,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.6 -0.1]",3,-3.5495097567963922,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.5 -0.1]",False
3193,"[ 0.   2.   0.   3.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.1]",5,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   0.   0.
  1.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0. ]",False
3194,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   1.   0.   0.   0.   0.   1.   2.   0.1 -0.1]",2,25,"[1. 0. 0. 0. 0. 1. 0. 0. 2. 0. 1. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0.
 0. 0.]",True
3195,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.5 -0.1]",3,-3.0615528128088303,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.4 -0.1]",False
3196,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   0.   0.
  1.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0. ]",3,25,"[0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",True
3197,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.4 -0.1]",3,-2.58113883008419,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.3 -0.1]",False
3198,"[ 0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.3 -0.1]",3,-2.118033988749895,"[ 0.   3.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.2 -0.1]",False
3199,"[ 0.   3.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   2.   1.   1.   0.   0.   0.   1.   1.  -0.2 -0.1]",0,-1.5,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   2.   1.   1.   0.   0.   0.   1.  -0.1  0. ]",False
3200,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   2.   1.   1.   0.   0.   0.   1.  -0.1  0. ]",3,25,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 2. 0. 1. 0. 0. 0. 0. 1.
 0. 0.]",True
3201,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.2  0.5]",5,-3.0615528128088303,"[ 0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.4]",False
3202,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
 0.  1.  0.  1.  1.  0.  0.4 0. ]",4,-10,"[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.
 0.  1.  0.  1.  1.  0.  0.4 0. ]",True
3203,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.5  0.2]",5,-3.0615528128088303,"[ 0.   1.   0.   1.   1.   1.   1.   0.   0.   0.   0.   0.   3.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4  0.1]",False
3204,"[ 0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.4]",5,-2.5,"[0.  0.  2.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",False
3205,"[ 0.   1.   0.   1.   1.   1.   1.   0.   0.   0.   0.   0.   3.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.4  0.1]",5,-2.5,"[ 0.   0.   1.   1.   0.   1.   0.   1.   1.   0.   1.   0.   0.   0.
  0.   2.   3.   0.   0.   0.   0.   0.   0.   0.  -0.3  0. ]",False
3206,"[0.  0.  2.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.3]",6,-2.0,"[0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",False
3207,"[ 0.   0.   1.   1.   0.   1.   0.   1.   1.   0.   1.   0.   0.   0.
  0.   2.   3.   0.   0.   0.   0.   0.   0.   0.  -0.3  0. ]",3,-10,"[ 0.   0.   1.   1.   0.   1.   0.   1.   1.   0.   1.   0.   0.   0.
  0.   0.   3.   0.   0.   0.   0.   0.   0.   0.  -0.3  0. ]",True
3208,"[0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2]",4,-2.118033988749895,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.2]",False
3209,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   3.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.1  0.2]",5,-1.5,"[0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  0.  2.  0.  0.
 1.  0.  0.  0.  0.  1.  0.  0.1]",False
3210,"[0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  3.  1.  0.  2.  0.  0.
 1.  0.  0.  0.  0.  1.  0.  0.1]",6,25,"[3. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 2. 1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 0.]",True
3211,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.3 -0.2]",2,-2.118033988749895,"[ 0.   0.   0.   0.   0.   0.   3.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   3.   3.   0.   0.   1.   0.2 -0.1]",False
3212,"[ 1.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.  -0.8]",1,-4.5,"[ 1.   1.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   2.   1.
  1.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.7]",False
3213,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.4 -0.1]",4,-2.58113883008419,"[ 1.   1.   1.   1.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.3 -0.1]",False
3214,"[ 0.   0.   0.   0.   0.   0.   3.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   3.   3.   0.   0.   1.   0.2 -0.1]",4,-1.7071067811865475,"[ 0.   3.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  3.   3.   0.   0.   1.   0.   0.   0.   0.   1.   0.1 -0.1]",False
3215,"[ 1.   1.   0.   0.   1.   0.   0.   0.   0.   1.   1.   0.   2.   1.
  1.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.  -0.7]",1,-4.0,"[ 0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   1.   1.   2.   0.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.6]",False
3216,"[ 1.   1.   1.   1.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.3 -0.1]",2,-2.0,"[0.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  3.  0.  0.  0.2 0. ]",False
3217,"[ 0.   3.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  3.   3.   0.   0.   1.   0.   0.   0.   0.   1.   0.1 -0.1]",2,25,"[0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
